STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,ACMC,ACMH,ACSC,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03,WV20
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-07-19,,70,,80,,,1412,0.03,73,0.0,0.0,,81,69,654,,,,225,225,,,,,28.9,21.9,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-07-20,,50,,50,,,1436,0.00,67,0.0,0.0,,87,68,600,,,,315,315,,,,,26.4,17.9,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-07-21,,10,,10,,,1442,0.00,99,0.0,0.0,,84,63,882,,,,315,315,,,,,25.3,17.0,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-07-22,,20,,20,,,1312,0.00,94,0.0,0.0,,86,57,834,,,,225,225,,,,,21.9,14.1,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-07-23,,70,,70,,,1548,0.00,86,0.0,0.0,,88,63,756,,,,135,135,,,,,20.8,11.0,,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-07-24,,80,,70,,,1324,0.09,64,0.0,0.0,,84,64,570,,,,270,270,,,,,27.5,21.9,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-07-25,,10,,20,,,1448,0.00,96,0.0,0.0,,82,55,840,,,,315,315,,,,,26.4,17.9,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-07-26,,10,,20,,,1600,0.00,100,0.0,0.0,,80,53,876,,,,180,180,,,,,19.5,14.1,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-07-27,,20,,30,,,1454,0.00,90,0.0,0.0,,88,59,786,,,,270,315,,,,,28.9,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-07-28,,10,,20,,,1312,0.00,98,0.0,0.0,,87,57,864,,,,315,315,,,,,27.5,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-07-29,,0,,0,,,1548,0.00,100,0.0,0.0,,87,58,876,,,,180,180,,,,,17.2,12.1,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-07-30,,0,,0,,,1442,0.00,100,0.0,0.0,,90,62,870,,,,180,180,,,,,18.3,10.1,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-07-31,,0,,0,,,1306,0.00,97,0.0,0.0,,94,63,846,,,,180,180,,,,,16.1,10.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-01,,40,,50,,,1600,0.00,78,0.0,0.0,,95,64,678,,,,135,180,,,,,18.3,11.0,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-02,,90,,90,,,1024,0.10,41,0.0,0.0,,88,71,354,,,,315,315,,,,,23.0,17.0,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-03,,80,,90,,,1400,0.67,41,0.0,0.0,,85,70,354,,,,360,315,,,,,24.2,17.0,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-04,,60,,70,,,1806,0.00,76,0.0,0.0,,88,69,654,,,,180,180,,,,,16.1,11.0,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-05,,80,,90,,,2200,0.21,25,0.0,0.0,,77,64,216,,,,360,45,,,,,20.8,17.0,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-06,,60,,80,,,1524,0.00,51,0.0,0.0,,75,61,438,,,,360,45,,,,,23.0,19.0,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-07,,0,,10,,,1218,0.00,99,0.0,0.0,,77,54,852,,,,45,90,,,,,27.5,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-08,,0,,0,,,1536,0.00,100,0.0,0.0,,80,50,852,,,,180,180,,,,,18.3,13.0,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-09,,0,,0,,,1324,0.00,100,0.0,0.0,,88,54,852,,,,225,225,,,,,30.0,17.9,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-10,,50,,40,,,1330,0.00,75,0.0,0.0,,88,65,636,,,,270,315,,,,,21.9,17.0,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-11,,60,,50,,,1600,0.17,66,0.0,0.0,,88,65,552,,,,45,45,,,,,23.0,16.1,,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-12,,50,,60,,,1636,0.00,77,0.0,0.0,,87,61,654,,,,135,180,,,,,20.8,16.1,1,1,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-13,,50,,70,,,1330,0.00,42,0.0,0.0,,87,70,354,,,,270,270,,,,,25.3,19.0,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-14,,50,,50,,,1206,0.00,76,0.0,0.0,,83,59,642,,,,45,113,,,,,18.3,8.9,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-15,,90,,100,,,1548,0.17,0,0.0,0.0,,70,64,0,,,,90,90,,,,,20.8,15.0,1,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-16,,40,,30,,,1136,0.00,85,0.0,0.0,,83,61,714,,,,45,225,,,,,17.2,10.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-17,,70,,90,,,2106,0.11,40,0.0,0.0,,83,63,336,,,,315,315,,,,,19.5,12.1,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-18,,70,,70,,,1436,0.00,57,0.0,0.0,,81,53,474,,,,270,315,,,,,20.8,13.0,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-19,,90,,100,,,1606,0.00,26,0.0,0.0,,75,62,216,,,,360,360,,,,,19.5,14.1,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-20,,60,,50,,,1336,0.00,75,0.0,0.0,,78,57,612,,,,45,180,,,,,20.8,12.1,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-21,,100,,100,,,2354,0.40,1,0.0,0.0,,78,66,6,,,,270,225,,,,,21.9,15.0,,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-22,,100,,100,,,2336,0.11,0,0.0,0.0,,71,62,0,,,,270,225,,,,,20.8,15.0,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-23,,90,,100,,,1542,0.26,35,0.0,0.0,,83,62,288,,,,180,135,,,,,19.5,14.1,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-24,,60,,90,,,1348,0.29,43,0.0,0.0,,84,70,348,,,,360,360,,,,,30.0,19.0,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-25,,70,,90,,,1718,0.95,45,0.0,0.0,,86,70,366,,,,270,270,,,,,42.5,32.0,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-26,,60,,60,,,1412,0.14,56,0.0,0.0,,81,62,450,,,,315,315,,,,,25.3,17.0,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-27,,20,,30,,,1600,0.00,91,0.0,0.0,,83,57,726,,,,270,315,,,,,16.1,10.1,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-28,,30,,30,,,1112,0.00,92,0.0,0.0,,82,56,732,,,,180,180,,,,,17.2,12.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-29,,100,,100,,,1306,1.73,19,0.0,0.0,,80,68,150,,,,225,225,,,,,20.8,14.1,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-30,,100,,100,,,2036,1.48,0,0.0,0.0,,73,67,0,,,,90,90,,,,,28.9,23.0,1,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-08-31,,100,,100,,,12,1.04,19,0.0,0.0,,79,67,150,,,,90,90,,,,,26.4,19.0,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-01,,80,,90,,,900,0.01,4,0.0,0.0,,72,61,36,,,,315,315,,,,,18.3,13.0,1,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-02,,40,,50,,,1336,0.00,77,0.0,0.0,,80,56,606,,,,360,360,,,,,21.9,15.0,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-03,,40,,60,,,1254,0.83,56,0.0,0.0,,70,50,438,,,,45,225,,,,,24.2,17.0,,,1,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-04,,70,,70,,,1130,0.00,92,0.0,0.0,,75,58,720,,,,315,315,,,,,19.5,12.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-05,,80,,100,,,1448,0.20,1,0.0,0.0,,67,57,6,,,,135,135,,,,,23.0,16.1,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-06,,30,,30,,,1330,0.00,94,0.0,0.0,,73,54,732,,,,270,270,,,,,27.5,19.0,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-07,,20,,30,,,1512,0.00,80,0.0,0.0,,76,49,624,,,,225,180,,,,,27.5,19.0,1,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-08,,40,,60,,,1500,0.00,79,0.0,0.0,,68,52,612,,,,270,270,,,,,25.3,17.0,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-09,,10,,20,,,1048,0.00,99,0.0,0.0,,65,46,762,,,,360,360,,,,,18.3,11.0,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-10,,40,,40,,,1448,0.00,88,0.0,0.0,,74,44,672,,,,180,180,,,,,23.0,14.1,1,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-11,,70,,100,,,1954,0.96,2,0.0,0.0,,72,58,12,,,,360,360,,,,,30.0,23.9,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-12,,40,,40,,,1430,0.00,82,0.0,0.0,,65,43,624,,,,270,270,,,,,32.2,21.9,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-13,,40,,50,,,1118,0.00,65,0.0,0.0,,61,40,492,,,,315,270,,,,,35.6,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-14,,10,,0,,,1324,0.00,100,0.0,0.0,,64,37,756,,,,270,180,,,,,17.2,11.0,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-15,,90,,100,,,1612,0.01,42,0.0,0.0,,69,44,318,,,,135,158,,,,,19.5,8.9,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-16,,100,,90,,,2000,0.00,26,0.0,0.0,,68,56,198,,,,180,180,,,,,16.1,8.9,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-17,,90,,100,,,1606,0.00,46,0.0,0.0,,70,57,342,,,,135,135,,,,,20.8,13.0,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-18,,100,,100,,,918,0.34,0,0.0,0.0,,65,61,0,,,,90,90,,,,,19.5,14.1,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-19,,100,,100,,,2024,0.09,2,0.0,0.0,,70,55,18,,,,315,315,,,,,31.1,23.9,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-20,,80,,70,,,1300,0.14,40,0.0,0.0,,69,52,294,,,,225,225,,,,,27.5,17.9,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-21,,100,,100,,,1748,0.00,26,0.0,0.0,,64,50,192,,,,225,225,,,,,34.4,21.9,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-22,,100,,100,,,1412,0.00,7,0.0,0.0,,59,48,54,,,,225,270,,,,,18.3,13.0,,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-23,,100,,100,,,2336,0.00,72,0.0,0.0,,63,43,522,,,,45,45,,,,,20.8,14.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-24,,70,,40,,,1030,0.00,79,0.0,0.0,,65,51,576,,,,45,45,,,,,39.1,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-25,,100,,100,,,242,0.25,0,0.0,0.0,,55,50,0,,,,45,45,,,,,33.3,21.9,1,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-26,,100,,100,,,224,0.04,3,0.0,0.0,,57,52,24,,,,315,315,,,,,16.1,10.1,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-27,,30,,10,,,1612,0.00,95,0.0,0.0,,67,47,678,,,,315,315,,,,,19.5,13.0,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-28,,0,,0,,,1106,0.00,100,0.0,0.0,,70,46,714,,,,315,315,,,,,17.2,10.1,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-29,,50,,50,,,2100,0.31,52,0.0,0.0,,70,42,372,,,,315,315,,,,,36.7,23.9,1,1,1,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-09-30,,20,,20,,,1212,0.00,86,0.0,0.0,,72,50,612,,,,315,270,,,,,23.0,17.0,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-01,,90,,100,,,542,0.00,7,0.0,0.0,,61,47,48,,,,315,315,,,,,24.2,17.0,,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-02,,20,,30,,,1006,0.00,82,0.0,0.0,,52,35,576,,,,360,315,,,,,30.0,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-03,,0,,0,,,1424,0.00,100,0.0,0.0,,66,33,702,,,,225,225,,,,,27.5,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-04,,0,,0,,,1600,0.00,100,0.0,0.0,,72,40,696,,,,135,180,,,,,21.9,12.1,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-05,,10,,20,,,1536,0.00,99,0.0,0.0,,71,41,690,,,,225,225,,,,,26.4,19.0,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-06,,0,,10,,,1418,0.00,100,0.0,0.0,,72,50,690,,,,315,315,,,,,27.5,19.9,,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-07,,0,,0,,,1554,0.00,100,0.0,0.0,,67,39,690,,,,180,180,,,,,15.0,8.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-08,,90,,90,,,1712,0.04,23,0.0,0.0,,65,46,162,,,,90,90,,,,,23.0,16.1,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-09,,90,,100,,,218,0.36,0,0.0,0.0,,57,47,0,,,,45,45,,,,,20.8,14.1,1,1,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-10,,70,,40,,,1448,0.00,68,0.0,0.0,,72,48,462,,,,225,225,,,,,24.2,17.0,1,1,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-11,,50,,80,,,1430,0.00,27,0.0,0.0,,60,42,180,,,,315,315,,,,,21.9,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-12,,0,,0,,,1642,0.00,100,0.0,0.0,,66,40,678,,,,135,135,,,,,17.2,11.0,1,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-13,,40,,40,,,1500,0.00,99,0.0,0.0,,83,47,666,,,,225,225,,,,,25.3,19.0,1,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-14,,60,,90,,,1536,0.00,66,0.0,0.0,,83,59,444,,,,225,225,,,,,30.0,21.0,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-15,,50,,80,,,2218,0.00,16,0.0,0.0,,70,47,108,,,,315,315,,,,,33.3,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-16,,40,,20,,,1312,0.00,84,0.0,0.0,,62,37,558,,,,315,360,,,,,23.0,8.9,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-17,,100,,100,,,2148,0.05,0,0.0,0.0,,50,44,0,,,,45,45,,,,,35.6,29.1,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-18,,100,,100,,,142,0.20,0,0.0,0.0,,47,45,0,,,,45,45,,,,,40.3,32.0,1,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-19,,100,,100,,,200,0.27,0,0.0,0.0,,51,46,0,,,,45,45,,,,,24.2,17.0,1,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-20,,80,,80,,,2336,0.01,32,0.0,0.0,,63,45,210,,,,225,225,,,,,28.9,19.0,1,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-21,,80,,70,,,136,0.00,56,0.0,0.0,,70,50,366,,,,225,225,,,,,28.9,19.0,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-22,,40,,70,,,1330,0.00,88,0.0,0.0,,70,44,570,,,,135,135,,,,,18.3,13.0,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-23,,30,,40,,,1518,0.00,98,0.0,0.0,,75,50,630,,,,180,180,,,,,27.5,19.9,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-24,,40,,30,,,2048,0.00,78,0.0,0.0,,75,50,498,,,,180,180,,,,,30.0,23.0,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-25,,80,,80,,,542,0.36,32,0.0,0.0,,65,41,204,,,,270,270,,,,,33.3,23.0,,,,,,,,,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-26,,20,,0,,,1536,0.00,94,0.0,0.0,,55,32,594,,,,180,180,,,,,18.3,12.1,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-27,,0,,0,,,1542,0.00,100,0.0,0.0,,63,31,636,,,,180,180,,,,,20.8,14.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-28,,60,,90,,,924,0.00,16,0.0,0.0,,58,40,96,,,,225,225,,,,,27.5,19.0,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-29,,70,,90,,,348,0.00,12,0.0,0.0,,55,34,72,,,,360,360,,,,,27.5,19.9,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-30,,20,,20,,,1212,0.00,92,0.0,0.0,,47,29,576,,,,45,45,,,,,19.5,13.0,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-10-31,,70,,90,,,1606,0.00,67,0.0,0.0,,52,27,420,,,,180,180,,,,,26.4,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-11-01,,90,,100,,,1230,0.01,2,0.0,0.0,,59,48,12,,,,225,225,,,,,33.3,21.9,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-11-02,,90,,90,,,2130,0.00,3,0.0,0.0,,69,53,18,,,,225,225,,,,,25.3,17.0,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-11-03,,100,,100,,,1212,0.07,0,0.0,0.0,,63,60,0,,,,225,225,,,,,24.2,17.0,,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-11-04,,60,,80,,,6,0.00,31,0.0,0.0,,68,49,192,,,,225,225,,,,,21.9,15.0,1,,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-11-05,,40,,40,,,1518,0.00,65,0.0,0.0,,72,48,402,,,,270,270,,,,,16.1,11.0,1,1,,,,,,1,,,,,,,,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-11-06,,50,,20,,,1136,0.00,63,0.0,0.0,,75,47,384,,,,225,225,,,,,20.8,15.0,1,1,,,,,,1,,,,,,,1,,,,,,,
USW00094847,"DETROIT METRO AIRPORT, MI US",42.23113,-83.33121,191.9,1975-11-07,,80,,100,,,1236,0.06,11,0.0,0.0,,66,57,66,,,,180,225,,,,,26.4,19.0,1,,,,,,,1,,,,,,,1,,,,,,,
